listing_id,date,num_reviews,reviewers
37878516,2024-11-01,2,"659707869,247604489"
37878516,2025-02-01,2,"471874953,53846626"
22973277,2025-07-01,1,4176584
22973277,2025-04-01,1,440847009
22973277,2024-12-01,1,303054710
35298141,2025-07-01,1,51647414
40074444,2024-12-01,2,"220603131,220603131"
25347851,2025-04-01,1,254944363
25347851,2025-02-01,1,408801779
34573425,2025-08-01,1,181129632
34573425,2025-06-01,1,18874234
34573425,2025-05-01,1,39695519
34573425,2025-04-01,1,23492370
34573425,2025-03-01,2,"45426476,49413491"
34573425,2025-01-01,1,265591240
34573425,2024-12-01,1,209572669
39015348,2024-11-01,2,"576801057,487403322"
39015348,2025-01-01,1,9951018
39015348,2024-12-01,1,664802857
37891823,2025-06-01,1,499126781
37891823,2025-01-01,1,546422153
42207619,2025-08-01,2,"2033657,468867505"
42207619,2025-07-01,1,10813043
42207619,2025-04-01,1,667235217
42207619,2025-03-01,2,"120771035,549374804"
42207619,2025-02-01,3,"504252549,90579744,142247794"
42207619,2025-01-01,2,"475318139,405621797"
42207619,2024-12-01,1,305251388
33037287,2024-12-01,1,381839996
33037287,2024-11-01,1,121232154
33037287,2025-07-01,2,"174346114,91038122"
33037287,2025-06-01,4,"380310567,216057622,263409752,703810421"
33037287,2025-05-01,4,"505706456,659555006,294298681,696922708"
33037287,2025-04-01,4,"520723062,110867885,317770377,690765224"
33037287,2025-01-01,1,659076568
33037287,2025-03-01,1,554986467
37506501,2024-12-01,1,232969798
37506501,2024-11-01,2,"441194117,129929502"
37506501,2025-02-01,1,490720251
37506501,2025-01-01,3,"37536578,1765528,267789208"
19388395,2025-05-01,1,57979770
19388395,2025-03-01,3,"135653322,352247214,22995623"
19388395,2025-02-01,1,322200769
38772875,2025-09-01,2,"330380640,256767423"
38772875,2025-03-01,5,"13556566,368917319,542071970,454256329,228803951"
38772875,2025-01-01,4,"27636443,23569147,176175863,399238350"
38772875,2025-08-01,2,"393291372,596842029"
38772875,2025-02-01,1,66084210
38772875,2024-12-01,1,7167992
40942179,2025-01-01,2,"494609379,162944737"
28029278,2025-09-01,2,"543185929,543185929"
28029278,2025-05-01,4,"214968640,87903704,57034255,484979135"
28029278,2025-03-01,1,30643594
28029278,2024-11-01,2,"241144433,598667083"
28029278,2025-01-01,2,"570058445,671836952"
28029278,2025-06-01,3,"50306805,398272980,3272892"
28029278,2025-02-01,3,"267789208,23844430,269642168"
28029278,2024-12-01,1,268893932
38694004,2025-09-01,1,371253898
38694004,2025-08-01,2,"312808920,708633445"
38694004,2025-07-01,3,"442512269,591792289,699074182"
38694004,2025-06-01,5,"450327571,367327341,416957785,210477662,513911090"
38694004,2025-05-01,1,463090328
38694004,2025-04-01,3,"689136777,250664847,305196288"
38694004,2025-03-01,3,"246235433,668718379,29999892"
38694004,2025-02-01,4,"522185484,574655131,51007029,503780523"
38694004,2024-12-01,7,"324750418,307832526,136925550,545869855,269262093,550225182,669236367"
38694004,2024-11-01,2,"496807199,85499399"
38694004,2025-01-01,6,"319762367,538927075,545869855,672706072,22417840,540310720"
19883665,2025-05-01,2,"70241539,9073390"
19883665,2024-12-01,1,549817794
2486516,2025-09-01,1,61695634
2486516,2025-07-01,2,"113983617,63628207"
2486516,2025-05-01,1,71389902
2486516,2025-01-01,1,557665789
2486516,2025-02-01,4,"6741765,11161873,23441335,62457985"
2486516,2024-12-01,2,"21238224,21238224"
9803388,2024-12-01,1,115617492
9803388,2024-11-01,1,564568637
9803388,2025-05-01,1,46441191
9803388,2025-04-01,1,144095835
9803388,2025-01-01,1,34775607
7930168,2025-09-01,1,23565412
7930168,2025-05-01,1,130720130
7930168,2025-01-01,2,"74523189,74523189"
7930168,2024-11-01,1,124217233
7930168,2025-06-01,1,362999557
7930168,2025-04-01,1,286145055
7930168,2024-12-01,3,"482483281,84803652,477377052"
38531404,2025-02-01,1,107919025
38531404,2025-01-01,1,112813629
28835961,2025-09-01,1,650609025
28835961,2025-07-01,1,693633640
28835961,2025-05-01,1,29007427
28835961,2025-03-01,1,32309132
28835961,2025-01-01,2,"220091604,430630911"
28835961,2025-10-01,1,210054947
28835961,2025-08-01,1,301649422
28835961,2024-12-01,2,"69817989,141595852"
28835961,2025-02-01,3,"30167486,546909702,67649072"
28835961,2025-04-01,2,"41691451,14328255"
29733594,2025-09-01,1,89515005
29733594,2025-08-01,1,521393899
29733594,2025-02-01,1,382998057
29733594,2025-01-01,1,457365852
29733594,2024-11-01,2,"458084760,363820890"
41360541,2024-12-01,1,652203107
41360541,2025-02-01,1,20230578
41360541,2025-01-01,1,60881544
24003188,2025-03-01,1,76592348
21520917,2024-11-01,1,500859512
40487133,2024-12-01,1,268577
35571707,2025-08-01,1,151440874
35571707,2025-04-01,2,"238512733,238512733"
35571707,2025-03-01,1,217335387
39842969,2025-03-01,1,213121995
39842969,2025-02-01,4,"87060237,310492513,664663981,676141664"
36253079,2024-12-01,1,292302523
36253079,2025-06-01,2,"292302523,292302523"
39875956,2025-01-01,1,7889569
39875956,2025-05-01,1,2650311
6860188,2024-12-01,2,"25411412,443581915"
6860188,2025-08-01,1,58453531
6860188,2025-07-01,1,406206511
6860188,2025-06-01,1,66210554
6860188,2025-05-01,2,"688231457,58453531"
6860188,2025-01-01,1,260074141
5663914,2024-12-01,1,660207940
29978963,2025-01-01,1,13996316
23919074,2025-09-01,1,477922246
23919074,2025-07-01,3,"67331068,27784076,94139318"
23919074,2024-11-01,1,167131519
23919074,2025-08-01,1,39316587
23919074,2025-04-01,1,14383095
23919074,2025-02-01,1,21804697
33033391,2025-03-01,1,287291642
38651589,2025-01-01,1,152238482
38651589,2024-12-01,1,43684719
41817931,2025-01-01,1,150272022
28200158,2025-08-01,2,"13420520,691233163"
28200158,2025-07-01,3,"5965077,487402537,548925336"
28200158,2025-05-01,1,26345487
28200158,2025-02-01,2,"386746066,559856116"
28200158,2024-12-01,1,77389119
28200158,2024-11-01,2,"89001744,374421357"
20987055,2025-05-01,2,"9752767,389184191"
20987055,2025-03-01,1,478703457
20987055,2025-01-01,1,4570470
20987055,2025-06-01,1,138579311
20987055,2025-04-01,3,"59902473,26409325,112392810"
20987055,2025-02-01,1,457326798
20987055,2024-12-01,2,"117146938,385582713"
21011237,2025-08-01,1,26491184
21011237,2025-07-01,1,162159384
21011237,2025-06-01,1,512642914
21011237,2025-01-01,1,225009551
38693256,2025-09-01,2,"14714369,218473737"
38693256,2025-07-01,3,"21383754,52300900,47381449"
38693256,2025-03-01,4,"15801731,2714178,2546894,684030336"
38693256,2025-01-01,1,118129789
38693256,2025-08-01,1,374613348
38693256,2025-06-01,2,"134847842,13556266"
38693256,2025-04-01,3,"47916287,73071287,177906170"
38693256,2025-02-01,2,"401079901,18239387"
19194468,2024-12-01,1,32614269
32888358,2025-09-01,2,"1283816,296260878"
32888358,2025-08-01,1,423462627
32888358,2025-07-01,1,1667614
32888358,2025-06-01,3,"76557342,25315284,1470864"
32888358,2025-05-01,1,126132429
32888358,2025-03-01,1,505995772
32888358,2025-02-01,1,442368799
32888358,2024-11-01,2,"148834084,373270744"
32888358,2024-12-01,2,"177341571,73043488"
32888358,2025-01-01,1,269973814
32888358,2025-04-01,3,"10516558,117248391,161168162"
21444189,2025-01-01,1,89001744
41871761,2025-09-01,1,198699989
41871761,2025-07-01,1,228360410
41871761,2025-05-01,3,"51299804,249045581,588469946"
41871761,2025-03-01,3,"271598525,32521508,37805788"
41871761,2025-01-01,2,"267689,84894082"
41871761,2024-11-01,3,"308547700,213569967,202409182"
41871761,2025-10-01,1,107296710
41871761,2025-08-01,1,59896842
41871761,2025-06-01,2,"7827058,77182828"
41871761,2025-04-01,2,"101333462,660047211"
41871761,2025-02-01,1,551556310
41871761,2024-12-01,1,70596426
36683442,2025-09-01,1,575977773
36683442,2025-07-01,1,462537214
36683442,2025-05-01,2,"39070284,261198483"
36683442,2024-11-01,2,"191535677,441695030"
36683442,2025-01-01,2,"268613884,17321752"
36683442,2025-08-01,3,"35410640,672462862,165041279"
36683442,2025-06-01,1,375826316
36683442,2025-04-01,3,"2082661,274013013,484718111"
36683442,2024-12-01,2,"386036718,302667411"
36683442,2025-02-01,2,"6219671,546635534"
41918404,2025-04-01,1,5832218
41918404,2025-02-01,1,67980007
40570602,2025-09-01,2,"20636778,44417882"
40570602,2025-08-01,3,"331263124,439392887,396035861"
40570602,2025-07-01,2,"391617679,226235272"
40570602,2025-06-01,3,"173313020,54143447,398133126"
40570602,2025-05-01,1,460263977
40570602,2025-03-01,4,"8228486,276499600,81908967,273859444"
40570602,2025-02-01,3,"80656321,203388931,98542174"
40570602,2025-01-01,3,"401753660,266880611,19733189"
40570602,2024-12-01,5,"56839661,547029128,259578078,2993674,304222420"
40570602,2024-11-01,2,"659309154,120130198"
29677400,2024-12-01,1,480661153
29677400,2025-07-01,2,"541883830,703405914"
29677400,2025-06-01,2,"269450379,480638380"
42223689,2025-08-01,1,254164433
42223689,2024-12-01,1,162203479
20617766,2025-05-01,1,151199801
20617766,2025-03-01,1,559856116
20617766,2025-02-01,1,546887793
20617766,2024-11-01,1,47929860
15262263,2025-04-01,1,162459395
15262263,2025-03-01,2,"671023709,673896545"
15262263,2025-01-01,1,255914455
15262263,2024-12-01,5,"256697419,666209574,26205151,491970399,558225858"
15262263,2024-11-01,2,"445377791,422374264"
10938932,2025-07-01,2,"448260262,673514325"
10938932,2025-05-01,4,"538519594,150600048,240033613,150600048"
10938932,2025-03-01,2,"150600048,150600048"
10938932,2025-01-01,3,"22468141,70789966,274074250"
10938932,2024-11-01,5,"438269672,658761753,660947067,157112877,394237912"
10938932,2025-10-01,1,547213916
10938932,2025-08-01,3,"487823935,220403264,223592260"
10938932,2025-06-01,2,"40732767,697998771"
10938932,2025-04-01,3,"351469386,688725411,289046687"
10938932,2025-02-01,1,99067267
10938932,2024-12-01,2,"563710294,469840386"
40476203,2025-05-01,2,"28443594,78873586"
40476203,2025-04-01,3,"403289904,915664,158024886"
40476203,2025-02-01,2,"141298392,33998429"
5010006,2025-05-01,1,223391885
5010006,2025-01-01,1,487946548
5010006,2024-11-01,2,"454398796,535491155"
5010006,2024-12-01,1,223391885
13453034,2025-05-01,1,160363720
13453034,2025-03-01,1,12933466
13453034,2024-12-01,1,21443423
13453034,2024-11-01,1,100933126
28235106,2025-08-01,2,"2416445,151348773"
28235106,2025-03-01,1,107205942
28235106,2024-12-01,3,"81348386,476619394,81348386"
37707710,2024-11-01,1,340592936
39220382,2025-10-01,2,"444587200,722206186"
39220382,2025-09-01,2,"708379479,425722382"
39220382,2025-07-01,1,471871950
39220382,2025-06-01,1,134589323
39220382,2025-02-01,1,597834224
39220382,2025-01-01,2,"181634980,366958430"
34539707,2025-06-01,1,64826006
34539707,2025-05-01,3,"133719949,681106977,427689771"
34539707,2025-04-01,1,236378723
34539707,2025-03-01,3,"85039667,390642310,451720912"
34539707,2025-02-01,2,"131743985,329286579"
34539707,2025-01-01,3,"464531814,329286579,486927721"
34539707,2024-12-01,3,"90384759,566686953,655244775"
34539707,2024-11-01,2,"658636259,103306721"
19062863,2025-07-01,2,"36360032,106440037"
19062863,2025-06-01,1,698379288
19062863,2025-05-01,1,17134324
19062863,2025-03-01,2,"424612469,15100704"
19062863,2025-02-01,2,"490916355,486620005"
